ID,DIM0,DIM1,DIM2,DIM3,DIM4,DIM5,DIM6,DIM7,DIM8,DIM9,DIM10,DIM11,DIM12,DIM13,DIM14,DIM15,DIM16,DIM17,DIM18,DIM19,DIM20,DIM21,DIM22,DIM23
10,7.017235161127385,8.64529557325608,7.684111965410977,9.173701233563452,9.03607410013128,7.979913805856429,7.654881758617673,8.236317475374648,7.330908864971847,7.699436714850751,7.428305167951747,5.916868687642143,7.669524745112692,8.130092293116848,7.3942752995665435,8.833434070280806,9.414109549591092,8.126959671377167,6.259166746686386,8.977212576138388,7.8290629236408,5.842771885741676,9.208232911613067,7.484903123518455
11,8.513099399276992,7.606478501073354,6.94151856245926,6.935215299968129,10.05928157680306,7.077770817602595,8.563733275098155,5.615631835045759,9.504098840197296,8.040805051661618,7.369254578414768,7.656446212401889,7.606196999876367,7.776858256374004,8.522172571751065,8.619221898987027,7.853387947152859,8.041107587034798,7.5702116665497945,7.4755029719383606,8.321967265267675,7.566084931508113,7.69531722583705,7.550108884174454
12,8.25606074349096,6.417418869301068,7.443923805944248,9.69161502674193,6.924759275250491,6.954542146246684,9.207928507823167,8.411239759629009,9.502176329546677,6.31128125075338,10.288745675735745,8.641103394467136,7.319164368121559,8.610735766922737,7.7257865084932815,7.886531307925749,10.218156294336064,7.944153204450121,8.648864531634928,8.689217528531898,10.036311173707503,7.305083869570657,8.147426978968683,8.938943008305515
13,8.231069386366567,9.002238109506129,7.9741179796324,9.754377536136701,8.606750767173583,6.11868827179825,7.345640066592901,7.85927652207531,8.495945587408475,7.3186167541399465,7.769229600469668,8.75423423687321,7.953325093919928,9.17420241553627,7.518406610553855,7.676290529577375,8.025438174019664,9.32596310555936,7.161348634349915,8.922704123493784,8.499691596043998,9.569970292161013,7.128210357944457,8.334188669041044
14,6.704994767545967,7.367881301052893,7.214195833220357,7.02045765717048,8.710707555145113,6.504480186152304,7.106187221812438,8.628586675409451,8.173603122493478,7.445901672823455,9.423518324915063,9.17106913926181,9.801096484530355,6.827876048763039,6.933001171752266,7.125043682691969,8.895834836048722,8.244788178712021,7.626142626193816,7.7429819701759115,7.349275038266683,9.419679408978027,7.6834430315226365,7.1904680752182175
15,8.925076790485967,7.926168066599739,8.445323821752801,7.549858138312033,8.86627433683858,6.548965099016427,8.801280713086191,7.390966364108973,7.085376793257124,8.690613945759488,7.04328703115565,9.183886671041346,6.678335608644603,7.037875246976293,5.170737903598432,7.515118471830585,8.14509160771753,8.38573867265626,7.793422098748683,8.461882386554983,6.746573529008662,8.034832832051432,8.877038318977538,8.028256258447387
16,7.440284579402116,9.011056858004913,8.077136370169047,9.606930130864926,8.924102947418051,8.668254347270674,8.748148545153375,8.127033971327576,9.366832958198339,7.594888015574944,8.633397193072438,8.163420860194602,8.72498355952293,7.19734956755251,7.476882192359594,7.310763700890426,8.847387152408212,9.991647077287832,8.755321972267014,8.804195967002268,9.310043874162867,7.309368019215971,8.26403702897141,9.980296241568325
17,8.366754181538163,8.95495191707099,8.908061307783713,6.5362263537714504,8.063173311236927,7.30734579074159,7.545674994488045,8.37510574349781,7.311828778389679,6.619999661042527,10.82206434019438,7.86145079439184,8.245505700711735,7.66922670958763,8.007748696715304,6.775798440618052,7.3513409206980525,6.877418163903451,8.460858066447054,9.135450737720184,6.383059780987649,8.569323447829433,8.857329815964505,7.258311287767368
18,7.246747705469091,5.299945813843743,10.078610019783175,9.41893071190982,9.391791005559714,8.242312033913288,10.61359311059179,9.079676339382718,8.078165278383466,8.905721329041715,7.353085247141858,7.6511557226259805,6.551052793495774,8.173191074303435,7.79456819817538,8.320286630193168,8.602625947896335,7.8299218344548365,7.324313570079176,6.450826254922322,8.214955152114893,9.090100859526704,7.6028880290555705,10.310882090854921
19,7.797073833070896,6.22766531990948,7.682668511881134,9.343476293336163,8.861442779080184,8.510189800180584,8.552895363213475,7.848191084238715,7.487512398212682,7.800914797807063,8.976480394354393,7.8326366683343975,8.623459096393661,8.988204418322892,8.911418920769142,8.037863270330341,8.149852246506702,9.425338360329642,7.2786788996539595,8.939857889489769,9.832439468523367,7.834939286259622,8.569654277763512,9.21823529516454
20,9.02612191571125,8.291081176856169,9.367235059718869,9.167334524031967,8.699411685990182,8.351981727077026,8.257912479700899,8.30803895371102,8.339693011968263,7.6040603898236006,7.942272049463125,6.967643566541761,8.459485638803736,8.290318966032896,9.023935343568864,7.582734474647133,8.395909644536742,8.04821992029611,8.341939358828402,7.902691136269258,6.41956303790883,8.043865885141276,8.450544093159756,6.8104789867319
21,6.661145276390798,9.197025996978955,9.801293562527302,8.090511190011107,7.748796591522378,8.616053156720195,7.3461513322846645,7.045740231265133,7.631769770822609,7.225066756913295,8.569939626212355,7.359550781855141,7.000681709521482,8.127958282632397,7.965870869857785,8.7834802369079,6.0138009396784256,7.490233640467558,7.571862534731735,8.491299843800483,7.202258137736385,8.041551719129833,7.142484573243266,8.48071128431723
22,7.360300624171794,7.291078969866209,7.4231129176211175,6.335536154935648,7.669170337871568,7.189588908118983,7.147382724630876,7.391836452427188,8.226152115683185,8.857204132846679,8.526383822381044,8.690050792159372,8.311330660726929,8.177576995791233,8.230721860306238,7.802350922431964,8.35809413175224,8.172863921974459,8.63061592373925,7.216893024583236,8.72356358166122,7.582470943831737,8.259843578634982,9.464159397104455
23,6.549744428242329,8.927563986459317,7.602845437598354,8.32213541020899,7.653478660243445,6.622037914727489,7.43331290041558,8.873326030433015,8.89161856122799,7.606316111717393,7.728344377177649,7.475186479120734,9.391418222164198,8.82750005637285,8.027775398605122,7.462810541317842,8.41024839053712,9.024795225593024,8.341137814316696,8.76626197902898,7.787186097646265,9.28696196078477,6.997435742890686,6.849098969349254
24,8.302157778216406,9.32069620439051,8.510223895395628,8.82764897592673,6.663732853556175,8.671527946225535,5.52519310451212,8.485014420450739,8.128699056331815,8.755576460277894,5.988579170215871,8.006490494749288,6.239607100929524,7.08712697863263,5.6712323170489025,8.457108023181295,7.7679376438058,8.301508223058091,8.261455936529728,8.072696861312332,6.534791521913699,7.648289648671006,8.7772661224529,5.9593096636326734
25,8.918966404355482,8.17827987942618,7.276623449016385,8.98351811421342,7.988198625095096,7.634799759064192,7.748847084955714,8.796416463518014,7.380711088960124,7.971866858082409,7.565945625923699,8.228272350982445,8.411665543253402,7.964424339084902,8.732773346013838,5.907399915306742,7.580020427679929,6.631620429100966,7.0104781842639134,8.542369289093756,8.081266738018341,7.4065594438191384,7.313505111098538,8.856360443647333
26,8.445201298905685,8.357190410837104,9.87783729584959,7.5368987947972865,6.659804402311799,6.564080605398292,7.227540913846111,8.047763632409207,8.199194260526685,8.181542401635157,8.330784746228066,8.581747066555952,8.626783048006015,7.958290266477321,6.696061895681791,6.707174256259166,7.949584713543505,8.256089530074284,10.419375001878159,9.049013177208744,8.97353748453585,8.557179097214675,7.986805049732167,7.322970972764962
27,8.104499654543478,8.82066304238055,7.960448179309683,8.434008795373023,8.794143616227526,8.261223483188575,7.482244040616657,8.97114274861711,7.350774326052161,7.18312820896237,6.9801990471518165,9.588261159995039,8.101056305060792,7.417773570095654,9.702491262928,9.642842950086225,8.539287372738551,9.131829624508528,8.244552618684605,9.339858376226287,8.505226694435333,8.557931267901713,7.015298918970211,6.480173667096185
28,8.818183043643227,7.954288399119618,7.941102974982775,7.345472777575435,9.323117759738386,6.613976180820907,9.38978900213661,9.238854118386204,7.378257709698449,8.285872300861117,8.452390284474637,8.464196666433027,9.479952819474729,8.290439168776272,6.588809088774786,8.015532667627912,8.669307803906868,7.769847100232222,7.087819033603598,8.990235135084372,8.587247117461983,9.00222277240924,7.329685622151997,7.564028101612777
29,7.842244902394752,7.869818904279773,7.845165951425017,6.642525469170049,7.055226546360698,8.646491991376628,6.392423272313401,10.2760478043482,8.162458400825056,6.4053129650862175,7.583538263276314,8.223657130096386,8.012447163815693,7.886813293209227,9.075281511810902,10.744455965695332,7.358429345547036,8.5668045720608,8.482633485810409,6.238522950038376,7.2552383031975385,8.20402211083507,8.051069494504306,9.300467762594494
30,7.694977098583441,7.870080194326882,7.411544736347448,7.811641960132656,8.301070941393812,7.714939401713839,7.884513261975532,9.065442316650733,8.928621939220426,5.230727840418449,8.850428942728634,7.596298075831881,6.030872547921704,8.704860519049353,7.975994018875238,7.227655392210006,7.6531141338885185,7.448854506367842,7.8264177631837235,8.631806476630073,9.140225404174917,8.036858182948293,8.545872854306692,8.588214888164591
31,8.670491404072932,6.868089653323333,6.589888089523552,9.593888765843992,9.413099608928487,8.616663271477538,7.313976376324991,8.07226463939029,7.911800371556974,8.223044204433656,9.082323536047802,7.598004498430309,8.861410427025406,8.922890767010259,7.692246736547001,8.225192110691234,7.753738063162649,7.190105419570762,7.284011437761585,9.56081933516831,8.335625775317393,7.437846096161197,6.41954564583774,6.642581246503693
32,6.276000302963542,8.118502983327073,8.189368747274614,9.195549191129661,8.651188798662977,7.709969483744277,7.746945665947643,8.345750588650663,9.10745683520323,7.24041303862103,6.596317898306081,7.956287991618658,7.098560178407627,8.886011491728635,8.568026369359714,8.683354225465147,7.946945539361254,7.965911631257308,6.134795718519296,8.644481447517114,7.8073288546206765,9.01315812389667,8.124458704506804,9.179668416390504
33,8.114437074686665,7.324059800235634,7.380172815967414,8.029383454988315,7.967454500314306,9.893742457045608,8.970228511856554,7.977700525644803,7.865055103094154,7.565239631305939,9.481089583455006,8.094041980624553,9.489448615244399,7.984777988703905,8.487771454058516,8.838253497149346,5.146328594403123,6.053520181114374,7.390526889473648,10.011357084900544,7.863343414264209,6.6171834214531176,7.555523139793885,6.989934595148533
34,6.955406146237257,7.808965797286443,7.885383700823946,9.678172017285855,7.408812283088987,5.714823163978561,7.172417901981011,9.708465053516054,10.734481189960082,8.649821828139036,8.28488007566501,8.666145505788139,8.50966326259163,6.57410849382382,8.014262778095699,7.896439035119578,9.546769137061313,8.458184876498425,8.347816801417165,8.38634794882668,5.7439460059309475,6.632756909085542,8.952542735117882,8.77164647840242
35,9.654691460263653,8.041029711456726,8.148632946192938,8.156267523782988,7.836521873218024,7.450376613009024,8.857399156696015,7.517737514626472,6.933360487344366,6.4473025525101555,11.019893393544582,8.601531853844653,7.9932609612584224,8.99498529089591,9.995324886372567,7.315905535362897,6.445754108800869,6.268768650581441,8.336776456759283,6.559244351769434,7.603388914503196,7.6546198204368325,9.317947738055764,8.767997177296479
36,9.14896093758419,6.024095243863786,7.964424470918487,7.554524906846719,9.099110071736067,8.11574475493883,7.692339358352556,7.866366629480402,8.558449118841557,7.788637950611363,8.594689100781778,7.8182572982406775,7.689969149490601,6.608968506922974,6.403608909559198,7.522125302666231,8.273268655379107,8.866900495955933,7.50455519016373,8.134298293486546,8.756508749357458,9.841528378129714,7.397730796473506,7.903670705642597
37,8.115890337768791,8.284114607544145,6.289777958891673,7.40711042451264,9.550105449288129,9.034215614947254,7.345489147511298,7.083879852668442,7.800136615475025,8.433717885493033,7.306663263359424,8.539199405589114,9.327522968760567,7.06666506442661,8.123286195106045,8.252915021624617,8.430311115161254,5.17234295513786,6.735835030755367,8.347608574699866,9.001093105318146,11.096820290395048,6.097726218158611,9.536443856333564
38,8.098495471022895,7.646740972559961,7.290589475788774,8.063227321711084,6.98334100808361,8.089330806424822,7.788806025112268,7.84806890862039,8.147632290462276,9.396801174330477,7.063447087751749,7.846616392278241,8.131813642219608,8.536490803907384,7.30850247702169,7.668563866069758,5.7079082688514085,9.240933807114603,9.409036889232913,7.537992479428669,9.02749018042179,8.019560970577285,8.065789235631962,6.108944811996608
39,9.179825623200914,9.049590976773132,7.828672049328735,7.714303986906424,9.803848131287976,7.438843274797118,8.470852723755279,6.843035359531789,8.461434808443048,9.24790964323795,9.230107353020196,7.091403381519743,7.14019541142184,7.208772653840466,8.034107050649363,7.240866881600253,7.645438885683438,6.37086106379945,6.697302047079618,8.43928164552435,7.586287990032808,8.181539716316886,7.561139054500056,9.925590621395859
40,6.9237453966335085,7.3058780137652874,6.250857962363218,8.587614852973092,7.570169457855593,7.092203006677474,6.957926573912836,6.776493742104375,6.753383980475086,8.048177229237801,8.661078702267936,8.396930078373575,6.228147857118969,6.822335973617453,6.247851148765632,9.05408433604486,9.92589923726499,7.130709150585105,9.687431971557043,9.707614081757376,9.615206657080108,6.301575884582592,9.857653813062353,8.660024461935153
41,9.073230601241413,8.014418817714969,8.430022729129929,8.513122218260904,8.272294092081447,6.412515909998992,8.157178177652208,9.536331844988688,10.072935977042302,9.238923773980732,7.4678908704762295,8.764865510474502,6.678555031413006,8.994483568699373,8.00345225412736,7.359300550788123,9.307138111715437,9.03472010494496,8.369101032921026,7.835052075623211,8.15666910372111,7.770308589276975,8.202153558377525,7.541200562090756
42,8.004397179796415,9.37337788067796,7.687474580500056,8.39805378774344,9.270260706903304,6.411864683808993,7.712770206360486,7.044329250730653,7.725607841729983,8.530964043332979,8.939401916418626,8.739833491834679,9.010055996404017,8.254032391346795,9.953880315212764,9.868142717855843,9.144757613309531,7.394450448302366,8.276587395577687,7.904161565679393,10.785219743284966,5.451416504680198,7.97692904080412,7.615085427068954
43,8.294583931985509,8.143970358919386,7.490759886905385,7.281306279665277,5.398194367312219,6.589462080414179,8.362653082387048,7.019444422673679,5.613004879854582,8.102352560909184,7.1893904719039154,7.571170807317213,7.9500097200448465,8.974627634137011,6.214042166630652,9.552325094288932,6.96482191074724,8.135459649202208,7.879594429069048,7.4080179745544505,8.306293017077726,11.123258942044934,10.008827070579903,8.767042876935516
44,6.7398293175689545,7.482895085819119,9.214399916751574,9.031109707396755,6.516701415702802,10.492788541077456,7.708391991360929,9.319902560585273,7.818650852972734,8.594991729531158,8.301308496991673,8.348697984728146,6.77614796079659,5.135596075698265,7.6577917237640065,7.022001976702301,7.825366436501919,8.3161384898232,8.479510989034848,7.220106992755251,7.5924466391080765,7.317102366814306,8.448794622126664,6.7203091274191875
45,7.294192897580221,7.448287020171089,7.4674036613779675,8.95241244137728,9.832694217972977,9.554275772734002,7.4831844407389525,7.922868048925472,8.833937949493112,7.452024824607141,7.897672669410856,7.863429559348019,7.923432891154948,5.853572506943349,7.691897824579441,10.896383608314778,8.481902796126075,7.924514310801025,8.797123040131792,8.683112434971076,8.601175447366447,8.087733006820951,8.357413226154987,9.047688851504413
46,6.335163867713999,10.043560499572106,9.449294577532054,7.467251650317437,9.027052685404527,9.401443276357067,6.671080143945,9.059247778777287,7.604203044703064,6.587239929055423,7.904707514454354,8.377311424566697,9.935705303091204,8.325880057279052,7.367970556221889,10.34228226586163,6.797713725857449,8.607735986461504,10.365497342214855,7.9442609697257645,7.937558623900485,7.469993037428147,5.857276603095291,7.7331875749744885
47,6.616416973070165,8.274458794227474,8.221997972712616,7.04158120890117,8.083782182671808,7.043563548177317,7.828336453193005,7.9549478775658224,7.292188859443866,9.59567262170219,7.643769815153046,9.257381577686715,8.045183339893262,8.98727699781234,9.383448111696394,5.526669856295642,9.866462553015296,6.139137514733182,8.49030508920299,8.584220855805114,9.129662847858672,8.747813142482524,7.163053425193454,8.14304275283074
48,7.511541462611279,7.739219193870311,9.112585248507607,8.193282369499848,6.910013136569045,5.501506914065114,9.018128891866562,7.796335281918349,8.223090614266374,8.353983352676835,8.677671975418713,7.9057723745370225,8.62823980531992,8.265331458349813,7.475200956852542,9.06837628440811,6.231830978064608,8.835134701364217,8.46367331116599,9.721452885626292,7.778225643778399,7.1274949482773495,6.665453625129895,9.16749973463434
49,7.787035345317707,8.183616690194711,6.971617582180801,6.437141000697004,8.882016366430161,8.072203819717696,8.596756614947667,7.202466197084412,11.518029348651087,9.093631862658919,8.178652419614785,8.009340768636639,8.49012206887953,6.976050841413643,6.672398141492418,7.621492208790448,7.905204676362343,10.034903016517406,5.909960895329286,8.26290291265665,5.433192104659488,9.190178072384219,10.293365091448905,7.112858767913206
50,7.424777817762585,7.65674999470958,9.08536957789132,8.428723533126204,8.81296732012918,8.209241596344038,6.124978362120595,8.175940038776767,8.237145017267647,7.48994690873003,6.482497499975896,9.380650220224364,7.415270523873724,5.765165596902973,8.768466107979734,7.682249127692395,9.144355454039413,8.107175204016334,6.910373728406583,7.279472771396326,8.391479814945075,7.4986911119991495,8.263827940277482,9.063751053960429
51,8.681627180416443,7.554044267490548,6.933877530924199,7.100880029707061,7.374332395891896,6.918191155613487,5.49199153137805,6.683470504355177,8.323541220076637,8.657503613039653,8.931375235598688,8.387843499671346,8.622660369281512,7.245393731075688,5.885133982892004,7.51493504632312,7.711260975748179,8.951714085879333,6.891985923657255,7.875918991379324,7.412959986514529,8.812010799638381,8.233020289556208,6.808193880029297
52,9.317976559984023,7.420179213264969,8.683265551136998,8.890946266552595,7.636465514224798,7.861984193579825,7.242827341087911,8.102722748899367,6.634131449846386,8.206053862800694,7.7164763081985654,8.289240662143971,8.34859889199138,9.12251854917246,9.640718122744605,6.520940671082425,6.879351970004296,8.078655127993574,5.260095946077452,8.723905060504617,6.734590483732693,8.291708467336578,7.928158065908448,7.996670128943679
53,7.789740813708675,8.743670368771923,8.919906544100545,6.482235059258518,7.539761490077275,7.912552941916397,7.280139925985337,6.951352323964416,10.641438044681742,8.169753032523111,7.617447026318181,8.097870784436623,9.363853430198404,8.480113974338824,6.323031201267315,8.75348888277241,7.6366573683678265,9.793508293862539,8.438471567946575,7.404130293285869,7.690394879024855,8.421066034291792,7.253415393732701,8.591367149667594
54,8.832974404094582,7.6480923892347725,6.83983361740124,9.167180922532884,6.8119691966299065,10.683903447692796,7.997064664906372,9.630891271640522,6.450265703517708,8.084658510673723,6.764666655386241,10.110605166207435,5.640440762775409,6.501234981150654,8.307002547685201,10.024005902082365,7.232667021145186,7.891661234927598,7.304771257137422,10.44840121310394,8.532477230403146,7.318517903536347,8.039816089331671,8.438419860564306
55,7.653364744076681,8.39534912759543,8.333558347638323,8.217867112939842,9.6320073911606,7.037141168694751,7.005388712775651,7.417988316058557,8.664319089254532,8.215318495726647,7.576037190325407,6.90427125666029,6.417214404155578,8.312520982948476,7.271380961450886,6.967175906757867,9.078436658915265,9.335813449622556,8.018239334484717,6.9257087495447465,7.426835514906374,10.148622809100958,6.643840843508654,9.318386009059697
56,8.73271478027961,7.586922286197497,8.24521440728036,8.310280616679652,9.439996036452113,8.125003385828027,7.1472155217606055,9.854470626984261,9.235473356257229,8.795709310240804,7.832317764799057,7.1636159932772205,7.156535424243465,8.788663134279282,8.005007273778814,6.715044959465136,6.672152388826235,6.260147885851395,8.33725867980143,7.532601647562768,9.232464797568369,8.033397705884166,7.766366279471407,5.738284442869453
57,7.857152425247411,7.766237076052392,8.40651771833635,7.23406750577971,8.563804499605533,8.489290541944564,6.8540809801779545,9.311353689725573,8.188728386053478,8.536309550095199,8.263861880077645,8.75348799568368,9.643926242921967,8.73984594763675,7.4824422025891,7.6862643931549375,8.937329961313694,9.649116764534657,5.658495145863329,9.708296492451844,6.5436779256246895,6.826820379828923,9.309413810661097,7.184929368738356
58,8.023589162482654,8.61704797662885,7.1896794598227105,8.29015246301759,8.787530729937671,10.183741436071685,8.00236886705154,6.46697815109355,8.014616488259353,7.421687028009597,9.308321829514702,8.623443785154421,6.446580911553543,8.92169347697813,10.074144870893624,7.84346278380814,10.16778914067206,8.902763019659298,8.100539424730389,8.615484776095828,8.300089499404722,7.484505436649645,6.044101180857473,7.748294637506474
59,6.36952047188008,7.40183178452163,7.991264105839392,9.340337375940429,9.267929157069913,7.920020228583786,8.801322356813834,8.52280970630871,9.77078618998606,7.853512087879242,7.25116146898732,8.248123895670783,6.910189315903299,8.490575840856817,7.488939605672241,10.23876875244312,8.130699861462643,8.394839663421392,6.860850007963743,7.560338602668385,8.753378034363257,7.806342461562864,9.79295724853368,6.399683790313343
60,7.086574514493044,6.260317012285799,7.481483494734843,7.064504571945308,7.125901485491121,9.148042465968619,9.406468791776671,8.31724262043881,8.377004790552839,8.794652251583258,10.175246155526722,7.740083370495317,7.903160578504745,6.94687091811785,7.82882173864974,8.020391830554395,8.669704118000572,7.773019718930842,7.568963730075005,9.2246864581838,8.426532304664175,8.185457450843415,9.46023472600413,8.325190190260821
61,7.77697280718961,6.661209567468174,8.210242391414853,8.709720612970656,7.027487342871319,8.565664159812012,7.645818597017599,9.298546155012874,7.249537757993306,9.151886712307409,8.525947177161735,7.511846001406651,8.002821918461496,6.621265952063861,10.119664744334006,7.106281024081394,7.158194778685006,9.884528779079446,6.598260855472691,6.6220230766353785,9.414887449692149,7.395735192793139,9.015965095285807,8.453577964396448
62,7.17811101053786,7.883279073733496,8.703632581241857,9.366389013791178,7.510334736641478,8.08057843767529,8.353120141928677,6.871690898360205,7.32912527588989,9.186963518048733,7.702630451409486,8.2346541725329,8.829697170814969,7.465659020244083,7.780080667126929,6.419631724077789,9.405488277499883,8.632280945392017,6.3906168278400015,8.69864586967624,8.338507043131887,8.894444045840952,7.855521251282535,7.450389574298018
63,8.564508165860126,9.296632005149531,9.163783776958148,8.430592869281183,7.345313724902537,7.660149217389142,8.180141440546628,7.524663249786155,9.195467955032687,9.163427656483,8.033478421441755,7.197938105556333,8.877010594165391,8.29460644022864,9.546419455488948,6.119562554326649,7.018054888078901,8.162831610895628,8.253915973469862,8.343616571857636,6.744986141465473,7.294255277237378,7.0731649493000095,8.322874058695984
64,9.803431188544046,6.540886090440969,9.782490729985728,8.357332378592883,9.031408146678887,7.249491253838651,7.285804043584074,7.429440043264391,8.137815225321114,6.645273501978856,7.119442989006314,7.962068677792667,8.056854202996233,7.902448672453445,8.25921236338781,6.373330811933332,6.576769379732151,10.348056967456344,8.206883648433932,7.240847627355079,8.41610944527238,9.517765542180939,6.803193638524418,7.261603045549615
65,10.621090608362135,6.5022155152735746,7.500887128050208,6.693957337255431,6.479101725455303,7.710386742490266,7.691268150721855,5.356552037315147,7.036821962785722,7.420190535910922,8.703515273427035,7.755022911838624,7.403977324540179,6.756121461933201,6.752242692375727,8.111953915890833,8.367361458786045,8.696390907421904,7.868825317258773,9.47374518137905,8.366064626419417,6.130224380099776,8.676527883072453,8.001492650493915
66,8.55350355436299,7.432636180083474,8.975297937261962,7.487924623443016,7.78015556472535,7.199814674848425,8.742286845450002,7.9631693240214725,8.913600493654265,7.56205890577297,9.030295240219868,6.753066279858873,8.146162316676632,6.725957686471879,8.538382220438201,8.375182565763753,8.908578539205827,8.439088389374984,6.84353845779601,7.189565249915878,9.186970162713912,7.91354646916174,8.807107056426009,8.930609613542794
67,10.217366300051285,8.86756551106503,7.502051493914691,8.912012850354746,6.9057011910898085,9.107233538372423,7.665508446963372,10.129640127003706,6.437157862581207,7.201571641885426,7.382975698161653,6.42940334943425,8.855496769207171,9.860117622970447,7.983167287424721,8.208504143907822,8.364830003634404,9.253539646623192,7.912173799832751,9.156692060222761,6.826772116392298,8.573308485200961,6.782571807530776,7.911639389574686
68,9.51668218102783,8.757797064660656,9.03403970221729,10.471635646449336,8.961351411771881,7.890387577117747,7.47218568168532,6.498090229173035,7.974340638398804,7.415781739097973,7.488104565907956,8.086133930412826,7.108959419742625,7.727269446196294,8.051921335645016,8.761120949149882,8.400870295047717,6.86195114098778,8.575191422665053,9.163229352479826,8.121065080813354,7.707230073817697,7.664730295981916,6.786372348959942
69,7.538026042467527,7.5376662226200315,7.685995354798406,9.349253556107724,9.195490504898359,7.976462378855938,9.228527084965943,6.775610460405196,7.932567548810996,7.720505654021888,9.915615390313162,8.479545636686591,5.528247907843314,7.521816525897777,8.741338504014779,6.973236414553799,4.885111470173915,8.79920206989809,8.55718151640546,7.625563116346558,8.869663935947731,8.052986914667839,7.701537021065793,6.697128149572936
